0,0,2
0,20,2
0,40,2
0,60,2
0,80,2
0,100,2
0,120,2
0,140,2
0,160,2
0,180,2
0,200,2
0,220,2
0,240,2
0,260,2
0,280,2
0,300,2
0,320,2
0,340,2
0,360,2
0,380,2
0,400,2
0,420,2
0,440,3
0,460,3
0,480,3
0,500,3
0,520,3
0,540,3
0,560,3
0,580,3
20,0,2
20,20,2
20,40,2
20,60,2
20,80,2
20,100,2
20,120,2
20,140,2
20,160,2
20,180,2
20,200,2
20,220,2
20,240,2
20,260,2
20,280,2
20,300,2
20,320,2
20,340,2
20,360,2
20,380,2
20,400,2
20,420,2
20,440,3
20,460,3
20,480,3
20,500,3
20,520,3
20,540,3
20,560,3
20,580,3
40,0,2
40,20,2
40,40,2
40,60,2
40,80,2
40,100,2
40,120,2
40,140,2
40,160,2
40,180,2
40,200,2
40,220,2
40,240,2
40,260,2
40,280,2
40,300,2
40,320,2
40,340,2
40,360,2
40,380,2
40,400,2
40,420,2
40,440,3
40,460,3
40,480,3
40,500,3
40,520,3
40,540,3
40,560,3
40,580,3
60,0,2
60,20,2
60,40,2
60,60,2
60,80,2
60,100,2
60,120,2
60,140,2
60,160,2
60,180,2
60,200,2
60,220,2
60,240,2
60,260,3
60,280,3
60,300,3
60,320,3
60,340,3
60,360,3
60,380,3
60,400,3
60,420,3
60,440,3
60,460,3
60,480,3
60,500,3
60,520,3
60,540,3
60,560,3
60,580,3
80,0,2
80,20,2
80,40,2
80,60,2
80,80,2
80,100,2
80,120,2
80,140,2
80,160,2
80,180,2
80,200,2
80,220,2
80,240,3
80,260,3
80,280,3
80,300,3
80,320,3
80,340,3
80,360,3
80,380,3
80,400,3
80,420,3
80,440,3
80,460,3
80,480,3
80,500,3
80,520,3
80,540,3
80,560,3
80,580,3
100,0,2
100,20,2
100,40,2
100,60,2
100,80,2
100,100,2
100,120,2
100,140,2
100,160,2
100,180,2
100,200,2
100,220,3
100,240,3
100,260,3
100,280,3
100,300,3
100,320,3
100,340,3
100,360,3
100,380,3
100,400,3
100,420,3
100,440,3
100,460,3
100,480,3
100,500,3
100,520,3
100,540,3
100,560,3
100,580,3
120,0,2
120,20,2
120,40,2
120,60,2
120,80,2
120,100,2
120,120,2
120,140,2
120,160,2
120,180,2
120,200,2
120,220,3
120,240,3
120,260,3
120,280,3
120,300,3
120,320,3
120,340,3
120,360,3
120,380,3
120,400,3
120,420,3
120,440,3
120,460,3
120,480,3
120,500,3
120,520,3
120,540,3
120,560,3
120,580,3
140,0,2
140,20,2
140,40,2
140,60,2
140,80,2
140,100,2
140,120,2
140,140,2
140,160,2
140,180,2
140,200,2
140,220,3
140,240,3
140,260,3
140,280,3
140,300,3
140,320,3
140,340,3
140,360,3
140,380,3
140,400,3
140,420,3
140,440,3
140,460,3
140,480,3
140,500,3
140,520,3
140,540,3
140,560,3
140,580,3
160,0,2
160,20,2
160,40,2
160,60,2
160,80,2
160,100,2
160,120,2
160,140,2
160,160,2
160,180,3
160,200,2
160,220,3
160,240,3
160,260,3
160,280,3
160,300,3
160,320,3
160,340,3
160,360,3
160,380,3
160,400,3
160,420,3
160,440,3
160,460,3
160,480,3
160,500,3
160,520,3
160,540,3
160,560,3
160,580,3
180,0,2
180,20,2
180,40,2
180,60,2
180,80,2
180,100,2
180,120,2
180,140,2
180,160,3
180,180,3
180,200,2
180,220,3
180,240,3
180,260,3
180,280,3
180,300,3
180,320,3
180,340,3
180,360,3
180,380,3
180,400,3
180,420,3
180,440,3
180,460,3
180,480,3
180,500,3
180,520,3
180,540,3
180,560,3
180,580,3
200,0,2
200,20,2
200,40,2
200,60,2
200,80,2
200,100,2
200,120,2
200,140,3
200,160,3
200,180,3
200,200,2
200,220,3
200,240,3
200,260,3
200,280,3
200,300,3
200,320,3
200,340,3
200,360,3
200,380,3
200,400,3
200,420,3
200,440,3
200,460,3
200,480,3
200,500,3
200,520,3
200,540,3
200,560,3
200,580,3
220,0,2
220,20,2
220,40,2
220,60,2
220,80,2
220,100,2
220,120,2
220,140,3
220,160,3
220,180,3
220,200,3
220,220,3
220,240,3
220,260,3
220,280,3
220,300,3
220,320,3
220,340,3
220,360,3
220,380,3
220,400,3
220,420,3
220,440,2
220,460,2
220,480,2
220,500,2
220,520,3
220,540,3
220,560,3
220,580,3
240,0,2
240,20,2
240,40,2
240,60,2
240,80,2
240,100,2
240,120,3
240,140,3
240,160,3
240,180,3
240,200,3
240,220,3
240,240,3
240,260,3
240,280,3
240,300,3
240,320,3
240,340,3
240,360,3
240,380,3
240,400,3
240,420,3
240,440,3
240,460,3
240,480,3
240,500,2
240,520,2
240,540,3
240,560,3
240,580,3
260,0,2
260,20,2
260,40,2
260,60,2
260,80,2
260,100,2
260,120,3
260,140,3
260,160,3
260,180,3
260,200,3
260,220,3
260,240,3
260,260,3
260,280,3
260,300,3
260,320,3
260,340,3
260,360,3
260,380,3
260,400,3
260,420,3
260,440,3
260,460,3
260,480,3
260,500,3
260,520,2
260,540,3
260,560,3
260,580,3
280,0,2
280,20,2
280,40,2
280,60,2
280,80,3
280,100,3
280,120,3
280,140,3
280,160,3
280,180,3
280,200,3
280,220,3
280,240,3
280,260,3
280,280,3
280,300,3
280,320,3
280,340,3
280,360,3
280,380,3
280,400,3
280,420,3
280,440,3
280,460,3
280,480,3
280,500,3
280,520,2
280,540,3
280,560,3
280,580,3
300,0,2
300,20,2
300,40,2
300,60,2
300,80,3
300,100,3
300,120,3
300,140,3
300,160,3
300,180,3
300,200,3
300,220,3
300,240,3
300,260,3
300,280,3
300,300,3
300,320,3
300,340,3
300,360,3
300,380,3
300,400,3
300,420,3
300,440,3
300,460,3
300,480,3
300,500,3
300,520,2
300,540,3
300,560,3
300,580,3
320,0,2
320,20,2
320,40,2
320,60,3
320,80,3
320,100,3
320,120,3
320,140,3
320,160,3
320,180,3
320,200,3
320,220,3
320,240,3
320,260,3
320,280,3
320,300,3
320,320,3
320,340,3
320,360,3
320,380,3
320,400,3
320,420,3
320,440,3
320,460,2
320,480,2
320,500,2
320,520,2
320,540,3
320,560,3
320,580,3
340,0,2
340,20,2
340,40,3
340,60,3
340,80,3
340,100,3
340,120,3
340,140,3
340,160,3
340,180,3
340,200,2
340,220,3
340,240,3
340,260,3
340,280,3
340,300,3
340,320,3
340,340,3
340,360,3
340,380,3
340,400,2
340,420,2
340,440,2
340,460,2
340,480,3
340,500,3
340,520,3
340,540,3
340,560,3
340,580,3
360,0,2
360,20,3
360,40,3
360,60,3
360,80,3
360,100,3
360,120,3
360,140,3
360,160,3
360,180,3
360,200,2
360,220,2
360,240,2
360,260,2
360,280,2
360,300,2
360,320,3
360,340,3
360,360,3
360,380,3
360,400,3
360,420,3
360,440,3
360,460,3
360,480,3
360,500,3
360,520,3
360,540,3
360,560,3
360,580,3
380,0,2
380,20,3
380,40,3
380,60,3
380,80,3
380,100,3
380,120,3
380,140,3
380,160,3
380,180,3
380,200,2
380,220,3
380,240,2
380,260,3
380,280,3
380,300,3
380,320,3
380,340,3
380,360,3
380,380,3
380,400,3
380,420,3
380,440,3
380,460,3
380,480,3
380,500,3
380,520,3
380,540,3
380,560,3
380,580,3
400,0,3
400,20,3
400,40,3
400,60,3
400,80,3
400,100,3
400,120,3
400,140,3
400,160,3
400,180,3
400,200,2
400,220,3
400,240,2
400,260,3
400,280,3
400,300,3
400,320,3
400,340,3
400,360,3
400,380,3
